"Private Bag 0024, Gaborone
Private Bag F193,
Private Bag 32Private Bag 47
Tel: 3671300 Fax: 3952201
Francistown
GhanziMaun
Toll Free: 0800 600 200
Tel: 241 5848  Fax: 241 7540
Tel: 371 5723 Fax: 659 7506Tel: 371 5716 Fax: 686 4327
E-mail: info@statsbots.org.bw Website: http://www.statsbots.org.bw",Statistics Report 2021,Trea Sbtlaeti s1ti.c1sb,"e  pLoertn 2g0t2h1  of Roads (km) Maintained by the
Central Government by Type  (km), 2012-2021",Unnamed: 0,Unnamed: 1,Unnamed: 2,Table 1.1c: Len,"th of Roads (Km) Maintained by Local Authorities by District and Type, 2021",Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Sand/,Interlocking,Vehicle Type,"Table 2.1: Motor Vehicle Accident Trend, 2012 - 2021",Unnamed: 7,Unnamed: 8,Unnamed: 9,Number,Severity of Crash,Table 2.4: Accident S,"verity by Type Road Surface, 2021",Table,".5: Road Traffic Violations by MontTho,t a2l021",Unnamed: 10,Casualty Status,00-05,16.7,14.3,69.0,100,Table 2.7a: Casual,"y Injury by Vehicle Type, 2021","1.1a:  Total Length of Roads in Botswana (km) , 2017 - 2021",Casualty Injury,Casualties,"2012 10,693","5,737","1,506","17,936","5,807","54,613","1,811",-,"62,231","16,500","60,350","3,317","80,167",International Traffic,Domestic Traffic,Passenger,Motor,Tankers/,Vehicles/,Body Type,Mini,2012,"17,527","6,035",404,"401,015  2,066",43.7,84.8,15.0,29.2,10.10,19.6,Time of Occurrence,Unnamed: 11,Male,Female,Table 12: Cause of Accident by,"asualty Class, 2021",Table 13:,"river Casualties by Age, 2021",Francistown,219,432,313,964,929,954,357,"2,240","1,148 1,386",670,"3,204",Maun,"2,145","1,444","3,589","1,578","42,542",-.1,-.2,"44,120","3,723","43,986",-.3,"47,709",2012 964,"3,959","3,940","7,899","19,913","19,369","39,282","47,181","34,010","34,425","68,435","81,631","79,743","161,374","21,827","1,856",189,"23,872","21,415","1,675","23,309","43,242","3,531",408,Unnamed: 12,Unnamed: 13,Unnamed: 14,Sched,Imports,Exports,Total,Passengers,2013,2014,2015,2016,2017,2018,2019,2020,2021,Francistown District:,Maun District:,Serowe District:,Gantsi District:
,,,,Daewoo,-,-,,,-,-,-,1,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,-,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Dodge,22,5,,,-,-,-,1,,,,,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,-,-,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Ford,"7,792",34,,,7,634,-,2,,,,,"11,570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,074",-,-,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Hino,6,"1,978",,,107,4,1,6,,,,,"2,162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,36,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Home-made,-,1,,,-,-,"8,092",4,,,,,"8,114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,16,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Honda,7,17,,,-,-,1,3,,,,,"39,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,939",325,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Hyundai,204,248,,,3,-,1,2,,,,,"3,444",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,927",-,-,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Isuzu,"10,459",843,,,52,-,-,11,,,,,"11,734",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,-,27,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Iveco,15,95,,,85,1,1,2,,,,,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,23,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Jeep,16,-,,,28,-,-,-,,,,,"2,535",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,491",-,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Kia,220,280,,,3,-,-,2,,,,,"2,691",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,183",-,-,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Land Rover,"1,234",5,,,-,-,-,2,,,,,"4,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,883",-,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Lexus,-,-,,,-,-,-,-,,,,,"1,087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,087",-,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Mahindra,468,18,,,-,26,-,1,,,,,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,1,1,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MAN,2,525,,,43,7,-,17,,,,,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,250,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Massey Ferguson,-,-,,,-,"3,261",1,-,,,,,"3,262",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Mazda,"4,018","2,222",,,8,-,-,2,,,,,"42,978",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,471",-,-,,,"1,257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,M/Benz,182,"1,125",,,488,10,1,40,,,,,"17,307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,740",-,336,,,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Mitsubishi,756,897,,,145,-,-,12,,,,,"6,331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,350",-,3,,,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Nissan,"14,818","6,063",,,113,11,-,35,,,,,"38,756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,443",-,140,,,"2,133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Opel,897,-,,,-,-,-,-,,,,,"2,190",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,291",-,-,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Peugeot,52,-,,,4,-,-,-,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487,-,-,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Renault,18,32,,,-,1,-,1,,,,,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,-,17,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Scania,1,701,,,293,3,6,14,,,,,"2,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,"1,097",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Subaru,1,1,,,-,-,-,-,,,,,"1,973",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,636",-,335,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Tata,177,590,,,91,1,-,4,,,,,908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,-,14,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Toyota,"60,901","16,451",,,182,2,-,72,,,,,"254,864",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"164,771",-,43,,,"12,450",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Volvo,211,527,,,66,18,4,34,,,,,"12,924",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,863",-,405,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,VW,632,195,,,85,4,1,11,,,,,"25,294",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,921",-,159,,,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Yamaha,-,-,,,-,-,1,-,,,,,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,679,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Other,"2,168","1,781",,,51,"1,812","17,559","2,091",,,,,"30,023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,346",479,624,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Total,"106,018","34,640",,,"1,854","5,795","25,669","2,370",,,,,"559,331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"360,701","1,551","3,526",,,"17,207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Make,,Trucks,,,Buses,Tractors,Trailers,Others,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cars Vans,cycles,Horses,,,Buses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Audi,,-,,,-,-,-,-,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4  -,-,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BMW,,-,,,-,-,-,-,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0  -,4.3,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Chevro,,-,,,-,-,-,-,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5  0.7,-,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Chrysler,,-,,,-,-,-,-,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1  -,-,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Daewoo,,-,,,-,-,-,-,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-  -,-,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Dodge,,-,,,-,-,-,-,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1  -,-,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Ford,,0.1,,,0.4,10.9,-,0.1,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9  7.3,-,-,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Hino,,5.7,,,5.8,0.1,-,0.3,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-  -,-,1.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Home-made,,-,,,-,-,31.5,0.2,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-  -,-,0.5,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Honda,,-,,,-,-,0.0,0.1,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8  -,21.0,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Hyundai,,0.7,,,0.2,-,0.0,0.1,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8  0.2,-,-,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Isuzu,,2.4,,,2.8,-,-,0.5,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1  9.9,-,0.8,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Iveco,,0.3,,,4.6,-,0.0,0.1,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-  -,-,0.7,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Jeep,,-,,,1.5,-,-,-,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7  -,-,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Kia,,0.8,,,0.2,-,-,0.1,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6  0.2,-,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Land Rover,,-,,,-,-,-,0.1,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8  1.2,-,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Lexus,,-,,,-,-,-,-,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3  -,-,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Mahindra,,0.1,,,-,0.4,-,0.0,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-  0.4,0.1,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MAN,,1.5,,,2.3,0.1,-,0.7,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-  -,-,7.1,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Massey Ferguson,,-,,,-,56.3,-,-,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-  -,-,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Mazda,,6.4,,,0.4,-,-,0.1,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8  3.8,-,-,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,M/Benz,,3.2,,,26.3,0.2,-,1.7,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1  0.2,-,9.5,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Mitsubishi,,2.6,,,7.8,-,-,0.5,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2  0.7,-,0.1,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Nissan,,17.5,,,6.1,0.2,-,1.5,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3  14.0,-,4.0,,,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Opel,,-,,,-,-,-,-,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4  0.8,-,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Peugeot,,-,,,0.2,-,-,-,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1  -,-,-,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Renault,,0.1,,,-,-,-,-,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1  -,-,0.5,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Scania,,2.0,,,15.8,0.1,-,0.6,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-  -,-,31.1,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Subaru,,-,,,-,-,-,-,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5  -,-,9.5,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Tata,,1.7,,,4.9,-,-,0.2,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-  0.2,-,0.4,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Toyota,,47.5,,,9.8,-,-,3.0,,,,,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7  57.4,-,1.2,,,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,VW,,1.5,,,3.6,0.3,-,1.4,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5  0.2,-,11.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Volvo,,0.6,,,4.6,0.1,-,0.5,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6  0.6,-,4.5,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Yamaha,,-,,,-,-,-,-,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-  -,43.8,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Other,,5.1,,,2.8,31.3,68.4,88.2,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9  2.0,30.9,17.7,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TranspToortat l& Infrastructure Statistic 1s0 R0e port 2 012010,,100,,,100,100,100,100,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Year,Vans,Trucks,,,Buses,,Trailers,Others,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cars,Cycles Tractors,Horses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2011,"5,570",811,,,492,250,"1,100",363,,,,,"10,051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,262",102,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2012,"5,291",832,,,551,305,"1,112",265,,,,,"11,058",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,480",120,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2013,"5,519",939,,,551,305,"1,123",582,,,,,"11,860",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,601",132,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
